name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R VXI BS IV,2015,370000.0,50000.0,2,0,0,3
Chevrolet Beat LT,2010,114999.0,70000.0,2,0,0,3
Hyundai Tucson CRDi,2006,170000.0,170000.0,3,0,0,4
Tata Indigo TDI,2008,80000.0,150000.0,3,0,0,2
Maruti Swift Dzire VDI,2014,425000.0,150000.0,3,0,0,4
Hyundai i20 Asta Option 1.4 CRDi,2015,500000.0,80000.0,3,0,0,4
Honda Amaze S i-Dtech,2013,349000.0,120000.0,3,0,0,4
Hyundai i20 1.2 Sportz,2012,330000.0,90000.0,2,0,0,2
Hyundai Santro Xing GLS,2010,120000.0,90000.0,2,0,0,2
Hyundai Verna 1.6 SX CRDi (O),2013,430000.0,100000.0,3,0,0,3
Maruti Swift VDI BSIV,2014,390000.0,90000.0,3,0,0,4
Nissan Micra Diesel XV Primo,2012,225000.0,129000.0,3,0,0,4
Tata Sumo LX,2009,100000.0,66778.0,3,0,0,4
Hyundai EON Era Plus,2014,190000.0,50000.0,2,0,0,4
Hyundai i20 Sportz 1.4 CRDi,2014,315000.0,110000.0,3,0,0,3
Hyundai Grand i10 CRDi Magna,2015,300000.0,60000.0,3,0,0,3
Renault KWID RXT,2016,280000.0,40000.0,2,0,0,4
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000.0,55000.0,3,1,0,4
Hyundai EON Era Plus,2015,295000.0,21000.0,2,1,0,3
Jaguar XF 5.0 Litre V8 Petrol,2012,2050000.0,66363.0,2,1,1,3
Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000.0,10000.0,2,0,1,4
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000.0,100000.0,3,0,1,3
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Volkswagen Polo GTI,2017,850000.0,20000.0,2,1,1,3
Renault Pulse RxL,2015,390000.0,61585.0,3,2,0,4
Maruti Celerio VXI AMT BSIV,2016,450000.0,39415.0,2,2,1,3
Honda Brio V MT,2014,425000.0,29654.0,2,2,0,4
Maruti Baleno Alpha 1.3,2016,770000.0,64672.0,3,2,0,4
Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000.0,54634.0,3,2,1,3
Honda City i VTEC V,2015,775000.0,66521.0,2,2,0,4
Maruti Celerio ZXI,2017,420000.0,50000.0,2,0,0,4
Hyundai EON D Lite,2014,180000.0,76000.0,2,0,0,3
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000.0,120000.0,3,0,0,3
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000.0,170000.0,3,0,1,2
Honda Brio 1.2 S MT,2016,350000.0,63400.0,2,0,0,4
Datsun GO Plus T BSIV,2015,380000.0,25000.0,2,0,0,4
Hyundai i10 Era,2009,140000.0,80000.0,2,0,0,2
Maruti Wagon R VXI BS IV,2012,200000.0,90000.0,2,0,0,4
Hyundai Santro Xing GL,2011,150000.0,157000.0,2,0,0,4
Tata Indica Vista Quadrajet LS,2012,150000.0,80000.0,3,0,0,3
Maruti 800 Std BSII,2006,90000.0,40000.0,2,0,0,3
Mahindra Bolero SLX 2WD,2007,300000.0,100000.0,3,0,0,3
Renault KWID RXT,2017,280000.0,50000.0,2,0,0,4
Maruti Alto K10 2010-2014 VXI,2011,200000.0,40000.0,2,0,0,4
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000.0,38500.0,2,0,0,3
Hyundai i10 Magna,2008,140000.0,103921.0,2,0,0,3
Honda BR-V i-DTEC VX MT,2016,910000.0,43377.0,3,1,0,4
Ford Figo Diesel Titanium,2010,160000.0,102307.0,3,1,0,4
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000.0,135000.0,3,0,1,2
Chevrolet Beat Diesel,2012,160000.0,110000.0,3,0,0,4
Chevrolet Beat Diesel LS,2012,160000.0,50000.0,3,0,0,4
Chevrolet Sail Hatchback LT ABS,2013,225000.0,80000.0,3,0,0,4
Hyundai EON D Lite,2016,210000.0,30000.0,2,0,0,4
Hyundai Getz 1.5 CRDi GVS,2008,110000.0,154000.0,3,0,0,2
Maruti Swift LXI,2011,175000.0,70000.0,2,0,0,4
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000.0,40000.0,3,0,0,4
Maruti Alto LX BSIII,2008,85000.0,120000.0,2,0,0,3
Renault Captur 1.5 Diesel RXT,2017,825000.0,13500.0,3,0,0,4
Toyota Etios 1.5 V,2016,509999.0,35000.0,2,0,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Audi A4 3.0 TDI Quattro,2013,1580000.0,86000.0,3,1,1,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000.0,19890.0,2,1,1,4
Maruti Swift ZXI BSIV,2016,670000.0,7104.0,2,2,0,4
Maruti Ertiga VXI,2015,625000.0,11918.0,2,2,0,4
Hyundai Grand i10 Magna AT,2017,520000.0,10510.0,2,1,1,4
Chevrolet Beat LT Option,2016,239000.0,41000.0,2,1,0,4
Toyota Fortuner 4x2 AT,2017,2600000.0,47162.0,3,2,1,4
Maruti S-Cross Zeta DDiS 200 SH,2015,750000.0,45974.0,3,2,0,4
Hyundai i10 Magna,2012,229999.0,49824.0,2,1,0,4
Audi A6 2.0 TDI Premium Plus,2013,1300000.0,58500.0,3,1,1,4
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000.0,52000.0,3,1,0,4
Hyundai Verna 1.6 VTVT SX,2015,760000.0,55340.0,2,2,0,4
Maruti Swift Dzire VDI,2017,600000.0,46507.0,3,2,0,4
Maruti Baleno Alpha 1.3,2017,650000.0,70000.0,3,0,0,4
Chevrolet Spark 1.0 LS,2011,140000.0,60000.0,2,0,0,3
Maruti Alto LXi,2011,150000.0,70000.0,2,0,0,4
Renault KWID 1.0 RXT Optional,2017,400000.0,60000.0,2,0,0,4
Tata Tiago 1.2 Revotron XE,2016,300000.0,30000.0,2,0,0,4
Maruti Alto 800 Base,2012,250000.0,8000.0,2,0,0,4
Nissan Sunny Diesel XL,2012,300000.0,110000.0,3,0,0,4
Mahindra XUV500 AT W8 FWD,2015,740000.0,45000.0,3,1,1,4
Nissan Micra Active XV S,2013,164000.0,30000.0,2,0,0,4
Honda City 1.5 V AT,2008,140000.0,70000.0,2,0,1,4
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000.0,49600.0,3,1,1,4
BMW 7 Series 730Ld,2006,1050000.0,30000.0,3,1,1,4
Hyundai Verna 1.6 VTVT,2010,190000.0,38000.0,2,1,0,4
Hyundai i10 Sportz 1.2,2011,235000.0,43100.0,2,1,0,4
Datsun GO Plus T,2017,350000.0,10171.0,2,1,0,4
Renault Duster 110PS Diesel RxL,2015,465000.0,41123.0,3,1,0,4
Toyota Camry Hybrid 2.5,2017,1900000.0,20118.0,2,1,1,4
Honda City i DTec SV,2014,450000.0,40000.0,3,1,0,4
Volkswagen Jetta 2.0L TDI Highline,2015,790000.0,52517.0,3,1,0,4
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000.0,99117.0,3,1,0,4
Chevrolet Spark 1.0 LS,2009,135000.0,90000.0,2,0,0,4
Tata Indica Vista Terra 1.4 TDI,2010,100000.0,80000.0,3,0,0,4
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000.0,100000.0,3,0,0,3
Tata Indica Vista Aqua 1.4 TDI,2011,90000.0,54000.0,3,0,0,4
Hyundai EON Era Plus,2017,250000.0,19000.0,2,0,0,4
Maruti Swift Dzire VDI,2014,300000.0,120000.0,3,0,0,4
Maruti Wagon R VXI BS IV,2014,275000.0,30000.0,2,0,0,4
Honda BRV i-VTEC V MT,2017,600000.0,43500.0,2,0,0,4
Renault KWID RXT,2016,270000.0,60000.0,2,0,0,3
Renault KWID RXT Optional,2016,240000.0,70000.0,2,0,0,3
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000.0,135000.0,3,0,1,2
Chevrolet Beat Diesel LS,2012,160000.0,50000.0,3,0,0,4
Maruti Swift LXI,2011,175000.0,70000.0,2,0,0,4
Renault Captur 1.5 Diesel RXT,2017,825000.0,13500.0,3,0,0,4
Toyota Corolla Altis 1.8 VL AT,2010,350000.0,80000.0,2,0,1,2
Maruti Alto 800 VXI,2016,245000.0,60000.0,2,0,0,4
Hyundai Grand i10 Asta Option,2017,540000.0,20000.0,2,0,0,3
Mahindra KUV 100 mFALCON G80 K2,2016,425000.0,25000.0,2,0,0,4
Maruti Zen Estilo Sports,2008,140000.0,120000.0,2,0,0,4
Renault Lodgy 85PS RxL,2015,715000.0,35000.0,3,0,0,4
Maruti Swift VXI,2013,370000.0,90000.0,2,0,0,4
Hyundai Verna CRDi ABS,2007,175000.0,80000.0,3,0,0,3
Maruti Alto 800 LXI,2013,92800.0,25000.0,2,0,0,3
Tata Xenon XT EX 4X2,2014,291000.0,90000.0,3,0,0,4
Maruti Alto 800 LXI,2013,92800.0,25000.0,2,0,0,3
Renault KWID 1.0 RXT Optional,2016,350000.0,20000.0,2,0,0,4
Maruti Swift Dzire VDI,2015,650000.0,58000.0,3,0,0,4
Maruti Wagon R LX BS IV,2014,350000.0,40000.0,2,1,0,4
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000.0,70000.0,3,1,0,4
Hyundai Santro Xing GLS,2013,270000.0,60000.0,2,0,0,4
Toyota Innova 2.5 V Diesel 7-seater,2014,1150000.0,135000.0,3,1,0,4
Maruti Omni 8 Seater BSII,2015,238000.0,70000.0,2,1,0,4
Mercedes-Benz B Class B180 Sports,2013,1100000.0,40000.0,2,0,1,3
Mahindra XUV500 W10 2WD,2015,1200000.0,75000.0,3,1,0,3
Skoda Fabia 1.2L Diesel Ambiente,2010,260000.0,150000.0,3,0,0,4
Toyota Etios VD,2012,350000.0,140000.0,3,0,0,2
Toyota Etios Liva VD,2015,480000.0,70000.0,3,0,0,4
Toyota Etios Liva GD,2012,345000.0,137250.0,3,0,0,3
Mahindra Scorpio M2DI,2013,500000.0,110000.0,3,0,0,3
Hyundai Grand i10 Asta Option,2017,595000.0,27000.0,2,1,0,4
Renault Pulse RxZ Optional,2012,325000.0,47000.0,3,1,0,4
Nissan Terrano XL P,2017,844999.0,30000.0,2,0,0,4
Tata Manza Club Class Quadrajet90 LX,2013,300000.0,60000.0,3,0,0,4
Toyota Camry M/t,2008,650000.0,75000.0,2,0,0,3
Maruti Alto K10 LXI,2010,175000.0,64000.0,2,1,0,4
Maruti SX4 S Cross DDiS 320 Delta,2015,325000.0,80000.0,3,0,0,4
Renault Duster 85PS Diesel RxZ,2017,600000.0,90000.0,3,0,0,4
Tata Safari DICOR 2.2 EX 4x2,2013,380000.0,100000.0,3,0,0,4
Maruti Alto 800 LXI,2013,225000.0,47000.0,2,1,0,4
Maruti Wagon R Duo Lxi,2010,240000.0,50000.0,0,1,0,4
Maruti Ertiga SHVS VDI,2015,700000.0,55000.0,3,1,0,4
Mahindra Bolero B4,2017,800000.0,75000.0,3,1,0,4
Maruti Celerio VXI,2017,430000.0,93000.0,2,1,0,4
Chevrolet Beat Diesel LT Option,2009,195000.0,57000.0,3,1,0,3
Maruti Eeco Smiles 5 Seater AC,2014,325000.0,30000.0,2,1,0,4
Renault Duster 85PS Diesel RxE,2013,450000.0,73000.0,3,1,0,4
Maruti Swift Dzire VDI,2016,630000.0,65000.0,3,1,0,4
Maruti Swift 1.3 VXi,2009,250000.0,62000.0,2,1,0,3
Hyundai Santro GLS I - Euro II,2007,135000.0,85000.0,2,1,0,4
Chevrolet Spark 1.0 PS,2010,110000.0,73000.0,2,0,0,4
Maruti Swift ZDi,2012,350000.0,55000.0,3,1,0,4
Maruti Omni E MPI STD BS IV,2016,240000.0,5800.0,2,0,0,3
Maruti Alto LXi,2007,90000.0,100000.0,2,0,0,3
Maruti Wagon R Stingray VXI,2013,350000.0,65000.0,2,0,0,4
Ford Figo Diesel Celebration Edition,2013,285000.0,90000.0,3,0,0,3
Mahindra Xylo D2,2011,350000.0,140000.0,3,0,0,3
Honda Jazz Select Edition Active,2010,285000.0,60000.0,2,1,0,3
Maruti Celerio VXI,2014,300000.0,82000.0,2,1,0,3
Maruti Swift VXI BSIII,2006,160000.0,95149.0,2,1,0,3
Maruti Ritz VXi,2010,265000.0,42000.0,2,0,0,4
Honda City i DTEC V,2014,515000.0,90000.0,3,0,0,3
Hyundai EON D Lite,2016,210000.0,30000.0,2,0,0,4
Maruti Alto LXi,2009,140000.0,80000.0,2,0,0,3
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000.0,128000.0,3,0,0,4
Nissan Terrano XV Premium 110 PS,2013,750000.0,80000.0,3,0,0,4
Maruti Baleno Alpha 1.3,2016,610000.0,100000.0,3,0,0,4
Nissan Sunny XV D Premium Leather,2015,450000.0,50000.0,3,0,0,4
Toyota Etios Liva GD,2012,409999.0,56000.0,3,0,0,4
Hyundai i20 Active 1.4 SX,2016,650000.0,100000.0,3,0,0,4
Mahindra TUV 300 T8,2017,650000.0,80000.0,3,0,0,4
Hyundai Getz 1.3 GLS,2010,150000.0,105546.0,2,0,0,4
Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000.0,80000.0,3,0,0,3
Hyundai i20 Magna Optional 1.2,2013,340000.0,35000.0,2,0,0,4
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000.0,120000.0,3,0,0,4
Toyota Etios GD,2011,350000.0,120000.0,3,0,0,2
Maruti Swift VDI BSIV,2016,595000.0,70000.0,3,0,0,4
Mahindra Scorpio VLX 2WD BSIV,2014,700000.0,130000.0,3,0,0,2
Maruti Alto K10 VXI,2015,320000.0,60000.0,2,0,0,3
Honda City 1.5 S MT,2011,310000.0,110000.0,2,0,0,4
Honda City i DTEC VX,2014,700000.0,130000.0,3,0,0,4
Maruti Alto LXi BSIII,2009,130000.0,80000.0,2,0,0,3
Maruti Swift Dzire VDi,2009,150000.0,120000.0,3,0,0,3
Honda Amaze E i-Dtech,2015,300000.0,104000.0,3,0,0,3
Maruti Swift Dzire LXi,2011,150000.0,100000.0,2,0,0,3
Hyundai Creta 1.4 CRDi S Plus,2016,950000.0,90000.0,3,0,0,3
Maruti Wagon R VXI BS IV,2007,100000.0,60000.0,2,0,0,3
Honda Jazz 1.5 SV i DTEC,2015,450000.0,76000.0,3,0,0,4
Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000.0,30000.0,2,0,0,3
Tata Indigo LS,2010,250000.0,96000.0,3,0,0,3
Toyota Etios Liva 1.4 VD,2017,425000.0,36000.0,3,1,0,4
Honda Amaze VX O iDTEC,2017,550000.0,12997.0,3,1,0,4
Maruti Ciaz 1.4 AT Zeta,2017,500000.0,40000.0,2,0,1,4
Maruti Swift 1.3 VXI ABS,2015,475000.0,24600.0,2,1,0,4
Maruti Wagon R LXI,2011,260000.0,28481.0,2,1,0,4
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000.0,100000.0,2,0,0,4
Mahindra XUV500 W8 2WD,2013,750000.0,41988.0,3,1,0,4
Maruti Wagon R LXI,2009,180000.0,30375.0,2,1,0,4
Renault KWID Climber 1.0 AMT BSIV,2017,350000.0,7658.0,2,1,1,4
Maruti Swift Dzire VDI,2017,611000.0,34400.0,3,1,0,4
Renault KWID RXL BSIV,2017,325000.0,18500.0,2,1,0,4
Maruti Alto VXi,2015,280000.0,26134.0,2,1,0,4
Maruti Wagon R AMT VXI,2014,300000.0,28942.0,2,1,1,4
Mahindra XUV500 W8 2WD,2012,711000.0,53600.0,3,1,0,4
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000.0,53652.0,3,1,0,4
Maruti Ritz VDi,2011,260000.0,52895.0,3,1,0,4
Hyundai Verna SX Diesel,2013,550000.0,42324.0,3,1,0,3
Mahindra XUV500 W10 1.99 mHawk,2016,1044999.0,65000.0,3,1,0,4
Mahindra Scorpio EX,2012,550000.0,60236.0,3,1,0,4
Maruti Wagon R VXI BS IV,2014,210000.0,70000.0,2,0,0,3
Maruti Wagon R VXI BS IV,2014,210000.0,70000.0,2,0,0,2
Mahindra Xylo E8,2009,290000.0,100000.0,3,0,0,3
Fiat 500 Lounge,2008,250999.0,110000.0,3,0,0,4
Fiat Grande Punto EVO 1.3 Active,2014,270000.0,120000.0,3,0,0,3
Tata New Safari 4X4 EX,2012,550000.0,142000.0,3,0,0,4
Mahindra TUV 300 mHAWK100 T8,2017,800000.0,25000.0,3,0,0,4
Hyundai Creta 1.6 CRDi SX,2016,535000.0,52600.0,3,0,0,4
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000.0,28643.0,2,1,0,4
Honda City i DTEC VX,2014,600000.0,50000.0,3,0,0,4
Chevrolet Beat Diesel LS,2013,195000.0,47253.0,3,1,0,4
Tata Indica GLS BS IV,2010,75000.0,110000.0,2,0,0,3
Hyundai Grand i10 Sportz,2014,400000.0,25000.0,2,0,0,4
Tata Indica Vista Terra 1.4 TDI,2009,93000.0,70000.0,3,0,0,3
Hyundai i20 Active S Petrol,2016,560000.0,68523.0,2,1,0,4
Hyundai Xcent 1.2 CRDi E,2017,450000.0,43000.0,3,0,0,4
Maruti Alto Green LXi (CNG),2010,88000.0,80251.0,1,1,0,3
Hyundai i20 1.2 Era,2010,250000.0,34500.0,2,0,0,3
Chevrolet Beat Diesel LS,2013,130000.0,93900.0,3,0,0,3
Chevrolet Beat Diesel LS,2012,120000.0,110000.0,3,0,0,4
BMW 7 Series 730Ld,2011,1700000.0,100000.0,3,0,1,3
Chevrolet Optra Magnum 2.0 LT,2012,300000.0,25000.0,3,0,0,4
Chevrolet Optra Magnum 2.0 LT,2012,300000.0,25000.0,3,0,0,4
Maruti A-Star Lxi,2009,145000.0,25000.0,2,0,0,4
Chevrolet Spark 1.0 LT,2013,240000.0,10000.0,2,0,0,4
Hyundai Accent GLX,2010,145000.0,110000.0,2,0,0,3
Maruti Ertiga VDI Limited Edition,2014,535000.0,80000.0,3,0,0,3
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000.0,21000.0,2,0,0,4
Maruti Alto K10 VXI,2016,350000.0,20000.0,2,0,0,4
Maruti Swift VDI BSIV,2015,550000.0,32000.0,3,0,0,4
Mitsubishi Montero 3.2 MT,2007,750000.0,180000.0,3,0,0,4
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000.0,70000.0,3,0,0,3
Hyundai i20 Magna Optional 1.4 CRDi,2013,420000.0,50000.0,3,0,0,4
Hyundai i20 Magna Optional 1.4 CRDi,2013,420000.0,50000.0,3,0,0,4
Hyundai EON Sportz,2012,150000.0,55766.0,2,0,0,3
Nissan Micra XL,2011,275000.0,40000.0,2,0,0,3
Maruti Swift LXi BSIV,2008,200000.0,50000.0,2,0,0,4
Maruti Swift Dzire VDi,2010,250000.0,110000.0,3,0,0,3
Maruti SX4 Vxi BSIV,2012,225000.0,110000.0,2,0,0,3
Tata Indigo CS LX (TDI) BS-III,2015,225000.0,68745.0,3,1,0,4
Maruti Alto 800 LXI,2006,165000.0,132000.0,2,0,0,4
Mahindra XUV500 W6 2WD,2016,900000.0,47000.0,3,0,0,4
Tata Indigo TDI,2013,182000.0,100000.0,3,0,0,4
Tata Indica Vista Terra 1.4 TDI,2010,100000.0,80000.0,3,0,0,4
Hyundai Santro Xing XL eRLX Euro III,2006,100000.0,40000.0,2,0,0,3
Maruti Alto K10 VXI AGS,2017,375000.0,27289.0,2,1,1,4
Hyundai EON Era Plus,2016,320000.0,24662.0,2,1,0,4
Maruti Swift Dzire VDI,2013,525000.0,37000.0,3,1,0,4
Nissan Evalia XV,2014,650000.0,28245.0,3,1,0,4
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000.0,27005.0,3,1,0,4
Hyundai i10 Magna,2014,355000.0,39227.0,2,1,0,4
Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000.0,31367.0,3,1,0,4
Maruti Wagon R LXI,2008,221000.0,35008.0,2,1,0,4
Hyundai Santro Xing GLS,2009,195000.0,27005.0,2,1,0,4
Maruti Swift VDI,2013,400000.0,50000.0,3,0,0,4
Maruti Baleno Delta 1.3,2017,650000.0,20000.0,3,0,0,4
Hyundai i10 Magna 1.2,2010,400000.0,50000.0,2,0,0,4
Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000.0,80000.0,3,0,0,3
Maruti Omni LPG STD BSIV,2006,60000.0,135000.0,0,0,0,1
Fiat Linea 1.3 Multijet Emotion,2015,550000.0,113600.0,3,0,0,4
Hyundai Santro Xing GLS,2008,190000.0,70000.0,2,0,0,2
Honda City i VTEC V,2016,696000.0,138925.0,2,1,0,4
Honda Jazz 1.5 VX i DTEC,2016,596000.0,121764.0,3,1,0,4
Honda Jazz 1.2 VX i VTEC,2016,612000.0,105429.0,2,1,0,4
Maruti Alto 800 LXI,2015,114999.0,35000.0,2,0,0,4
Tata Bolt Quadrajet XE,2017,340000.0,60000.0,3,0,0,4
Chevrolet Aveo U-VA 1.2 LT,2008,114999.0,70000.0,2,0,0,2
Hyundai i20 Asta (o),2014,525000.0,54000.0,2,1,0,3
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000.0,55300.0,3,1,1,4
Honda Amaze S i-VTEC,2016,495000.0,11958.0,2,1,0,4
Hyundai Creta 1.6 SX Option,2017,1025000.0,9000.0,2,1,0,4
Mahindra XUV500 W8 2WD,2015,750000.0,70000.0,3,0,0,4
Renault Duster 85PS Diesel RxL Optional,2013,600000.0,120000.0,3,0,0,4
Hyundai i20 Asta 1.2,2014,475000.0,23122.0,2,1,0,3
Hyundai Santro Xing XO,2007,80000.0,58000.0,2,1,0,3
Mahindra Bolero 2011-2019 SLE,2013,325000.0,62200.0,3,1,0,4
Audi A6 2.0 TDI Premium Plus,2014,1470000.0,34000.0,3,1,1,3
Fiat Avventura MULTIJET Emotion,2015,350000.0,53000.0,3,0,0,3
Audi A8 4.2 TDI,2013,2800000.0,49000.0,3,1,1,4
Datsun RediGO 1.0 S,2017,210000.0,15000.0,2,1,0,3
Chevrolet Cruze LT,2012,349000.0,44500.0,3,1,0,3
Volkswagen Jetta 1.4 TSI Comfortline,2013,450000.0,50000.0,2,0,0,4
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000.0,53000.0,3,1,1,4
Honda Civic 1.8 V AT,2009,210000.0,63500.0,2,1,1,4
Volkswagen Polo GTI,2017,825000.0,13599.0,2,1,1,4
BMW X1 sDrive 20d xLine,2017,2750000.0,13000.0,3,0,1,4
Chevrolet Beat Diesel,2012,160000.0,110000.0,3,0,0,4
Mahindra Scorpio SLE BSIV,2014,550000.0,100000.0,3,0,0,3
Maruti Swift 1.3 VXI ABS,2006,95000.0,110000.0,2,0,0,2
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000.0,90000.0,3,0,0,3
Maruti Alto LX,2008,65000.0,140000.0,2,0,0,4
Mahindra Xylo D4,2015,500000.0,50000.0,3,0,0,3
Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000.0,53000.0,2,0,0,4
Maruti Wagon R VXI Optional,2017,350000.0,70000.0,2,0,0,3
Chevrolet Beat Diesel LT,2012,200000.0,70000.0,3,0,0,3
Hyundai Getz 1.5 CRDi GVS,2008,110000.0,154000.0,3,0,0,2
Hyundai EON Sportz,2012,150000.0,80000.0,2,0,0,4
Honda Amaze EX i-Dtech,2013,350000.0,90000.0,3,0,0,3
BMW X1 sDrive20d,2011,890000.0,86000.0,3,0,1,3
Mahindra Scorpio M2DI,2014,500000.0,120000.0,3,0,0,4
Chevrolet Beat LS,2010,99000.0,60000.0,2,0,0,3
Hyundai i10 Era 1.1 iTech SE,2011,235000.0,46000.0,2,0,0,4
Tata Indigo GLX,2006,75000.0,40000.0,2,0,0,3
Honda City i DTEC VX,2014,600000.0,90000.0,3,0,0,3
Hyundai Verna 1.6 SX,2012,390000.0,90000.0,3,0,0,4
Volkswagen Polo 1.5 TDI Highline,2015,600000.0,70000.0,3,0,0,4
Hyundai i20 1.2 Spotz,2017,600000.0,70000.0,2,0,0,3
Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000.0,12700.0,2,0,1,4
Maruti Ritz LDi,2011,250000.0,80000.0,3,0,0,4
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000.0,19000.0,2,0,0,4
Fiat Grande Punto Active (Diesel),2009,125000.0,95000.0,3,0,0,3
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000.0,50000.0,2,0,0,4
Volkswagen Polo Diesel Trendline 1.2L,2012,295000.0,90000.0,3,0,0,4
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000.0,45839.0,2,1,0,4
Chevrolet Aveo 1.4 LS,2010,200000.0,74510.0,2,1,0,4
Chevrolet Aveo U-VA 1.2 LS,2009,130000.0,87293.0,2,1,0,4
Ford Figo Diesel EXI,2012,250000.0,156040.0,3,1,0,4
Ford Aspire Titanium BSIV,2017,430000.0,101159.0,2,1,0,4
Hyundai EON 1.0 Kappa Magna Plus,2015,170000.0,80000.0,2,0,0,3
Maruti Swift ZXI,2013,350000.0,90000.0,2,0,0,4
Chevrolet Spark 1.0 LT,2011,130000.0,68519.0,2,1,0,4
Chevrolet Beat Diesel LS,2012,180000.0,55130.0,3,1,0,4
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000.0,65239.0,2,1,0,4
Volkswagen Polo 1.2 MPI Comfortline,2015,470000.0,58182.0,2,1,0,4
Ford Fiesta Diesel Trend,2012,200000.0,91245.0,3,1,0,4
Mahindra XUV500 W8 2WD,2013,650000.0,102989.0,3,1,0,4
Honda City 1.5 E MT,2010,400000.0,50000.0,2,0,0,4
Maruti Swift Dzire VDI,2014,409999.0,90000.0,3,0,0,4
Maruti Wagon R LXI Minor,2007,160000.0,80000.0,2,0,0,3
Tata Indigo TDI,2013,182000.0,100000.0,3,0,0,4
Maruti Alto STD,2008,80000.0,100000.0,2,0,0,3
Maruti Celerio VDi,2016,240000.0,90000.0,3,0,0,2
Maruti Alto LX,2007,70000.0,120000.0,2,0,0,2
Volkswagen Jetta 1.9 Highline TDI,2008,285000.0,90000.0,3,0,1,3
Maruti Swift VDI BSIV,2015,350000.0,60000.0,3,0,0,3
Hyundai i20 Active 1.4 SX with AVN,2015,699000.0,30000.0,3,0,0,3
